FREQUENCY,NUMBER,WORDS,CATEGORY
175,13,You Are Permitted to Slow Down,Lexicon
175,13,"You Can Release Your Intent, and Relax",Lexicon
175,13,You Have Actively Permitted This,Lexicon
175,13,You Have Prepared a Masterpiece for Me,Lexicon
175,13,Your Heart Will Connect You to Flow,Lexicon
175,13,Your Methods of Transmission,Lexicon
175,13,Your Role Is the Crystalline Muse,Lexicon
175,13,Your Truest Essence Is Bright,Lexicon
176,14,A Living Record of Our Strength,Lexicon
176,14,A Living Record of Your Strength,Lexicon
176,14,A Massive Spiral Pattern,Lexicon
176,14,A Message From the Angel Just for You,Lexicon
176,14,A Product of Legitimate Support,Lexicon
176,14,Act Upon the Lessons We Convey,Lexicon
176,14,Activate Your Earth Star Chakra,Lexicon
176,14,Alignment With the Truth,Lexicon
176,14,An Angel: Messenger of Larger Life in You,Lexicon
176,14,An Important Conversation,Lexicon
176,14,An Oracle We Work With Each + Every Day,Lexicon
176,14,Beauty Is Holistically Expressed,Lexicon
176,14,Beauty Is the Fundamental Nature of Life,Lexicon
176,14,Becoming the Pillar of Lightness,Lexicon
176,14,Black Dragon in the Space Between Us,Lexicon
176,14,Blinding in Its Sheer Perfection,Lexicon
176,14,Brightly Glowing Energy Columns,Lexicon
176,14,Choose to See Only the Highest + Best,Lexicon
176,14,Communicating Something Simple,Lexicon
176,14,Completely Painted in a Single Color,Lexicon
176,14,Countless Shifting Factors,Lexicon
176,14,Direct and Support Every Move,Lexicon
176,14,Direct and Support Every Move,Lexicon
176,14,Each Must Hold Fast to the Other,Lexicon
176,14,Enter a World Without Limit,Lexicon
176,14,Every Incident Emerges for a Reason,Lexicon
176,14,Every Moment Shares a Memory of Me,Lexicon
176,14,Every Stray Thought Is a Whip,Lexicon
176,14,Everything Is Beautiful and Perfect,Lexicon
176,14,Everything That Thrills You,Lexicon
176,14,Everything You Speak Will Become Real,Lexicon
176,14,Exercising the Power of Prayer,Lexicon
176,14,Experience Is Color. All Is Art. Yes!,Lexicon
176,14,Extravagant Generosity of Life,Lexicon
176,14,Feminine + Masculine. Balance of Polarities.,Lexicon
176,14,Fluid and Easy; Consistent; Relaxed,Lexicon
176,14,Follow Your Highest Excitement,Lexicon
176,14,Grounded in Everything Beautiful + True,Lexicon
176,14,Grow to Remember the Truth,Lexicon
176,14,Herkimer Diamond Birthday Skeletal,Lexicon
176,14,I Am Forever Supported. It Is Done.,Lexicon
176,14,I Am Prepared Now to Listen + See,Lexicon
176,14,I Am Protected by the Legions of Light,Lexicon
176,14,I Am the Maker and Namer of Worlds,Lexicon
176,14,I Choose to Create My Personal Heaven,Lexicon
176,14,I Could Not Be Happier to Know This,Lexicon
176,14,I Hold the Highest Perspective,Lexicon
176,14,I Will Surround and Support You,Lexicon
176,14,Intentional Renewal of the Mind,Lexicon
176,14,It Is Our Duty + Pleasure to Serve,Lexicon
176,14,It Is Our Duty + Pleasure to Serve You,Lexicon
176,14,It's Time to Take Center Stage,Lexicon
176,14,Kindness Valued Highly in Another,Lexicon
176,14,Knowledge Inside the Crystals,Lexicon
176,14,Learn to Expand What Is Seen,Lexicon
176,14,Learn to Recognize Life's Signs,Lexicon
176,14,Life Is Composed of Both Knowing + Love,Lexicon
176,14,Life Produces Good and Goodness All Around,Lexicon
176,14,Life Will Support Every Move,Lexicon
176,14,Light Is the Expression of Life,Lexicon
176,14,Light of the Goddess + the Heavenly God,Lexicon
176,14,Love Is the Force We Express,Lexicon
176,14,Masters of the White Legions,Lexicon
176,14,Matches to the Day Signature Include,Lexicon
176,14,"My Assumptions, Well-Applied",Lexicon
176,14,My Love Poured Out Without Measure,Lexicon
176,14,Natural Enjoyment Is the Path,Lexicon
176,14,Offer Your Whole Heart in Song to Life,Lexicon
176,14,Offered to the Record With Our Love,Lexicon
176,14,Oracles I Work With Each and Every Day,Lexicon
176,14,Our Passion Energizes Power,Lexicon
176,14,Pour Gold from Your Hearts into Life,Lexicon
176,14,Prior to the Formal Start,Lexicon
176,14,Properly Attune the Words,Lexicon
176,14,Ready to See What You Have to Show Me,Lexicon
176,14,Receptive to Every Fresh Drop,Lexicon
176,14,Remain Attuned to the Signs Each Day,Lexicon
176,14,Resonance Uplifts You + Inspires,Lexicon
176,14,Resume the Conversation Now,Lexicon
176,14,Sacred Marriage of Mutual Aspects,Lexicon
176,14,Shining Son of Glory: Rest in Peace,Lexicon
176,14,Sing Your Song. No One Can Sing It for You.,Lexicon
176,14,So Much More for You Than You Have Yet Imagined,Lexicon
176,14,Spark Passion Everywhere You Go,Lexicon
176,14,Summarize the Major Points,Lexicon
176,14,Surrendered to the Arms of Grace,Lexicon
176,14,Surrendering the Need-to-Know,Lexicon
176,14,Sustained Lightheartedness,Lexicon
176,14,Swelling of Pure Inspiration,Lexicon
176,14,Taking the Next Logical Step,Lexicon
176,14,Temples of Our Deepest Pleasure,Lexicon
176,14,Thank You for All That You Have Shared,Prayer
176,14,Thank You for Communicating With Me,Prayer
176,14,That Which Is Most Natural,Lexicon
176,14,The Angel of Possibility (Session 1),64 Angels
176,14,The Angel Wants for You to Speak,Lexicon
176,14,The Enormity of My Truest Self,Lexicon
176,14,The Essential Tenor of Your Feeling,Lexicon
176,14,The Fusion of Hearts is Inevitable,Lexicon
176,14,The Heart Virtue of Amazement,Oracle
176,14,The Measure of Their Cadence on Your Tongue,Lexicon
176,14,The Oracles I Work With Every Day,Lexicon
176,14,The Strength of My Spirit,Lexicon
176,14,The Sword Virtue of Knowing,Oracle
176,14,The Truth Is Unavoidable + Simple,Lexicon
176,14,There Is Light in Every Moment,Lexicon
176,14,These Are Important Signs,Lexicon
176,14,These Important Messages,Lexicon
176,14,This (And Every) Act Amounts to Good,Lexicon
176,14,This Gut Sense Was Confirmed,Lexicon
176,14,This Has Been Entrusted to Us,Lexicon
176,14,This Is a Fundamental Principle,Lexicon
176,14,This Is Completely Specific to Us,Lexicon
176,14,This Is Our Crystalline Heaven,Lexicon
176,14,This Is the Explosion of Desire,Lexicon
176,14,This Is the Meaning of True Genius,Lexicon
176,14,This One Makes an Impact We Can Feel,Lexicon
176,14,This Victory Is Written,Lexicon
176,14,True Desire Fuels Expression,Lexicon
176,14,Truth Will Organically Appear,Lexicon
176,14,We Act as Messengers of Light,Lexicon
176,14,We Are Completely Supported by Life,Lexicon
176,14,We Are Permitting Life to Flow,Lexicon
176,14,"We Are Recognizing Goodness in You, Too",Lexicon
176,14,"We Celebrate How Life Only Grows, Day by Day",Lexicon
176,14,Words + Feeling Work Together,Lexicon
176,14,You Are Alive for the Pleasure of Living,Lexicon
176,14,You Are Helping to Establish Clarity,Lexicon
176,14,You Are More Than Welcome; We Are Honored,Lexicon
176,14,You Have Been so Very Generous With Me,Lexicon
176,14,You Have Been Very Patient With Us,Lexicon
176,14,You Have Honored Us and Listened Well,Lexicon
176,14,You Have Listened Well + Acted Wisely,Lexicon
176,14,You Hold the Keys to the Kingdom of Heaven,Lexicon
176,14,Your Beautiful Heart. Brilliant Heart.,Lexicon
177,15,A Playful but Descriptive Phrase,Lexicon
177,15,All Moments and Spaces Are Filled,Lexicon
177,15,All the Beauty That I’ve Come to Know,Lexicon
177,15,All the Beauty That You’ve Come to Know,Lexicon
177,15,"All Will Arrive, Right on Time",Lexicon
177,15,An Exciting Proposition for Us,Lexicon
177,15,Angel of Starlight (Session 11),Lexicon
177,15,Answer the Call to Adventure,Lexicon
177,15,Aware of the Prolific Benefit Life Holds,Lexicon
177,15,Beauty Is the Only Truth There Is,Lexicon
177,15,Celebrating How My Life Only Grows,Lexicon
177,15,Choosing to Demonstrate This,Lexicon
177,15,Conscious and Creative Use of Words,Lexicon
177,15,"Conscious Growth, True Creation",Lexicon
177,15,Continue With These Messages,Lexicon
177,15,Cross of Spirit and Matter,Lexicon
177,15,Currents Move in Rhythms,Lexicon
177,15,Darkness and Light Are the Same,Lexicon
177,15,Desire Always Generates New Life,Lexicon
177,15,Empowerment Is Fully Guaranteed,Lexicon
177,15,Ever-Prepared to Deliver as Needed,Lexicon
177,15,Every Act Initiates Surprise,Lexicon
177,15,Every Cycle Heightens and Expands,Lexicon
177,15,Explicitly Reclaim Inherent Beauty,Lexicon
177,15,Feeling Humbled by the Priceless Gift of You,Lexicon
177,15,Filling Ourselves With Feeling,Lexicon
177,15,"First From the Inside, Then Out",Lexicon
177,15,Fullest Extent of Your Power,Lexicon
177,15,Here for the Pleasure of Existence,Lexicon
177,15,I Am a Master of Subtle Perception,Lexicon
177,15,I Am Enjoying a Fruitful Conversation,Lexicon
177,15,I Am Maven of the Midnight. Star of Day.,Lexicon
177,15,I Am Shown the Image of White Light,Lexicon
177,15,I Appear to Those With Eyes to See,Lexicon
177,15,I Claim Ownership of My Full Power,Lexicon
177,15,I Imagine That Which I Consciously Believe,Lexicon
177,15,I See You + All of the Beauty You Bring to My World,Lexicon
177,15,I Spend the Day Absorbed in What I Love,Lexicon
177,15,Imagination Can Be Purposely Expanded,Lexicon
177,15,Improving Our Assumptions,Lexicon
177,15,In Communion With the Angel of Decision,Lexicon
177,15,Insecurities and Fears Are Overcome,Lexicon
177,15,"Instantly, I Recognize the Angel",Lexicon
177,15,Intimate and Ever-Growing Love,Lexicon
177,15,Inviolate Release From All Concern,Lexicon
177,15,Iridescent Black and Gold Sheen Dragon,Lexicon
177,15,Knowing Activates Experience,Lexicon
177,15,Life Always Has the Better Plan,Lexicon
177,15,Light Lives at the Center of Us,Lexicon
177,15,Live the Best Possible Story,Lexicon
177,15,Live the Most Beautiful Story You Can,Lexicon
177,15,Love What You Love. Never Stop.,Lexicon
177,15,My Earth Star Chakra Crystal,Lexicon
177,15,My Light Exceeds My Own Knowing,Lexicon
177,15,My Relationship to Possibility,Lexicon
177,15,Nothing Can Distract You From Your Joy,Lexicon
177,15,Offshoots of Life and Expression,Lexicon
177,15,One of My Long-Standing Favorites,Lexicon
177,15,Only Passion Permits This,Lexicon
177,15,Orchestration of True Goodness,Lexicon
177,15,Others Are Blessed by Our Presence,Lexicon
177,15,Others Are Blessed by Your Presence,Lexicon
177,15,Playful (Yet Profound) Beginning Point,Lexicon
177,15,Precision Tells the Truth,Lexicon
177,15,Prime Instinct to Empower,Oracle
177,15,Quartz Crystal Guardian Angel,Lexicon
177,15,Receptive to Every Last Drop,Lexicon
177,15,Representative of the Light,Lexicon
177,15,Share in the Wonder of Worlds,Lexicon
177,15,Solar Christ Consciousness,Lexicon
177,15,Speak to the 64 Angels,Lexicon
177,15,Spend the Day Absorbed in What You Love,Lexicon
177,15,Spinning on an Axis of Truth,Lexicon
177,15,Thank You for This Opportunity,Prayer
177,15,Thank You for Your Guidance and Support,Prayer
177,15,That Which Uplifts Is an Angel,Lexicon
177,15,That Which You Seek Is Already Your Own,Lexicon
177,15,The Ancient Collector of Worlds,Lexicon
177,15,The Angel Set Over the Tarot,Lexicon
177,15,The Angels Have Prepared This,Lexicon
177,15,The Angels of Creative Collaboration,Lexicon
177,15,The Diamond Virtue of Lightness,Oracle
177,15,The Enormity of Our True Selves,Lexicon
177,15,The Flow of Spending and Receiving,Lexicon
177,15,The Giant at the Center of Your Soul,Lexicon
177,15,The Inherent Genius That Is Life,Lexicon
177,15,The Inner Sanctum: Forever Home,Lexicon
177,15,The Light That Is Yours to Claim,Lexicon
177,15,The Most Energetic Explosion,Lexicon
177,15,The Pathway of Stewardship,64 Angels
177,15,The Posture of Thanksgiving,Lexicon
177,15,The Power of Our Focus Well-Applied,Lexicon
177,15,The Power of Your Focus Well-Applied,Lexicon
177,15,The Prime Instinct to Shine,Oracle
177,15,The Proper Words Lock in Place,Lexicon
177,15,The Responsive Nature of Love,Lexicon
177,15,The Richest Route From End to End,Lexicon
177,15,The Rose Becomes a Symbol of Perfection,Lexicon
177,15,The Sacred Marriage of Mutual Souls,Lexicon
177,15,The Sheer Pleasure of Existing,Lexicon
177,15,The Time Has Come for Our Voice to Emerge,Lexicon
177,15,The Time Has Come for Your Voice to Emerge,Lexicon
177,15,The Truth Organically Appears,Lexicon
177,15,The Truth Produces Freedom You Can Feel,Lexicon
177,15,The Words Are Beginning to Flow,Lexicon
177,15,The World You Perceive Is Within You,Lexicon
177,15,There Is No Question or Worry,Lexicon
177,15,There Is Only Good and Goodness to Be Found,Lexicon
177,15,There Was Never Any Question,Lexicon
177,15,These Are Messages Just for Me,Lexicon
177,15,These Are Special Messages for Me,Lexicon
177,15,This Is a Lesson From the Angel,Lexicon
177,15,This Is Your Golden-White Sheath,Lexicon
177,15,This Message Is Yours to Reclaim,Lexicon
177,15,Total Enjoyment Produces a Rich Life,Lexicon
177,15,Trust the Impact of Your Light,Lexicon
177,15,Truth Improves the View,Lexicon
177,15,We Are Bright and Colorful Lights,Lexicon
177,15,We Are Constantly Re-membering,Lexicon
177,15,We Are Expressive of Goodness,Lexicon
177,15,We Are Participants + Friends,Lexicon
177,15,We Are Pleasantly Surprised,Lexicon
177,15,We Ask You to Feel Our Bright Lights,Lexicon
177,15,We Celebrate Our Absolutely Sexy Bodies,Prayer
177,15,We Choose to Act With Integrity,Lexicon
177,15,We Feel Positively Humbled by the Gift,Lexicon
177,15,We Have Returned Once Again to Receive,Lexicon
177,15,We Learn to Have Faith in Goodness,Lexicon
177,15,We Make Use of Life's Majestic Power,Lexicon
177,15,We Receive Explicit Confirmation,Lexicon
177,15,We Wield the Scepter of Power,Lexicon
177,15,Welcome the Words We Have Offered,Lexicon
177,15,You Are a Powerful Agent of Life-Love-and-Beauty,Lexicon
177,15,"You Are the Home. Deep-Centered, Deep-Rooted Home.",Lexicon
177,15,You Imagine That Which You Consciously Believe,Lexicon
177,15,You Know the Sense of This Calling,Lexicon
177,15,You Must Grow for as Long as You Live,Lexicon
177,15,Your Choice Sets the Mold Life Fulfills,Lexicon
177,15,Your Heart Beats as One With Ours,Lexicon
178,16,A Feeling of Home Within My Green Love Bubble,Lexicon
178,16,A Simple Line-Drawn Vortex,Lexicon
178,16,A Star That Sits Still,Lexicon
178,16,Activate Your Natural Intelligence,Lexicon
178,16,All Emerges in Its Perfect Time,Lexicon
178,16,An Impression From the Angels,Lexicon
178,16,Ariel: The Great Warrior of Heaven,Angel
178,16,Assumptions Generate Behavior,Lexicon
178,16,Attuned to Life's Signs Each + Every Day,Lexicon
178,16,Basic Enjoyment Is a Reverent Act,Lexicon
178,16,Blessing of Our Overflowing Love,Lexicon
178,16,Celebrate the Promise of Perfection,Lexicon
178,16,Center of This Life of Your Own Design,Lexicon
178,16,Choose to Act on This Awareness,Lexicon
178,16,Choose to Align With the Truth,Lexicon
178,16,Choose to Imagine the Very Best Outcome,Lexicon
178,16,Choosing to Trust Our Own Voice,Lexicon
178,16,Come to See What Is Totally True,Lexicon
178,16,Conscious Declaration of the Truth,Lexicon
178,16,Cosmic Celebration of Our Birthright,Lexicon
178,16,Create With the Matter Around You,Lexicon
178,16,Crown Yourself in the Glory of Love,Lexicon
178,16,Crystalline Angels of the Earth,Lexicon
178,16,Cut From the Same Ancient Star,Lexicon
178,16,Dazzling White Ring of Light,Lexicon
178,16,Demonstrate Absolute Truth,Lexicon
178,16,Desire to Share What We Know,Lexicon
178,16,Drawing My Attention to a Song,Lexicon
178,16,Each of You Has Been Receiving Well and Clearly,Lexicon
178,16,Enjoy Successful Relationships,Lexicon
178,16,Every Angel Resonates Within You,Lexicon
178,16,Every Contribution Is a Benefit to Life,Lexicon
178,16,Every Inch and Moment of Existence,Lexicon
178,16,Every Tendency and Preference Defines You,Lexicon
178,16,Every Word I Speak Will Come to Life,Lexicon
178,16,Excitement: Your Life's Golden Path,Lexicon
178,16,Expressed Through Celebration,Lexicon
178,16,Fall in Love With All That You Have,Lexicon
178,16,Fear Not the Crystalline View,Lexicon
178,16,From the Well of Our Excitement,Lexicon
178,16,From the Well of Your Excitement,Lexicon
178,16,"Harness Your Joy, Send It Outward",Lexicon
178,16,Herkimer Diamond Raised Record Keeper,Lexicon
178,16,I Am Ever-Present and Prepared,Lexicon
178,16,I Am Here to Play in the Flow of Creation,Lexicon
178,16,"I Am Home of All 64 Angels, as One",Lexicon
178,16,I Am Maven of the Night and Star of Day,Lexicon
178,16,I Am Prepared to Receive of Your Wisdom,Lexicon
178,16,I Am Safe Forever and Completely. I Am Held.,Lexicon
178,16,I Am Shown the Image of a Powerful Lion,Lexicon
178,16,I Am the Angel of Blossoming Hearts,Lexicon
178,16,I Claim Access to My Fullest Power,Lexicon
178,16,I Keep My Favorite Crystals Close,Lexicon
178,16,I Stand as a Sentinel of Truth,Lexicon
178,16,I Take Genuine Delight in Every Part of You,Lexicon
